,actual,predicted
910,23000,36698.383
19812,22500,35701.793
52421,28995,28269.422
25009,31450,29748.023
2512,13999,24808.752
37984,31900,15692.668
30304,99750,72791.01
51425,47500,44485.535
27238,47000,88080.95
24612,15000,23683.72
47009,31000,26255.973
18286,45000,58518.113
10682,24200,25707.096
10787,26500,23963.785
52932,33000,33184.656
7365,37500,76026.94
6634,11000,12629.299
14327,21373,30202.848
31498,69995,42820.78
6490,35000,37715.51
23606,18000,21035.516
30743,28890,30393.07
47569,59000,53639.664
48349,20900,25610.6
26748,13600,11660.37
42043,68750,73422.15
46779,12500,29828.145
17263,34000,45236.465
42981,59900,71474.96
28413,92500,47888.617
15038,25000,40592.926
36798,33000,36740.402
53449,229000,86447.81
41276,22495,28581.117
30752,23000,39663.92
50802,113000,85408.4
18602,53900,61695.824
51504,22000,35845.76
21022,73900,78687.51
25440,19000,25344.447
23984,90000,66587.7
50137,45000,55391.645
32405,43000,64739.824
1716,25925,25334.846
10243,49995,47776.617
43743,15500,25162.023
22070,12500,24005.395
9875,12999,8504.833
52623,53900,72844.586
37433,72777,45977.97
6382,21500,14872.419
19598,13000,9297.068
41242,6800,9688.077
3936,45277,46878.133
46188,9950,10191.83
598,16000,41609.75
53190,36969,41562.79
39310,12900,10586.476
49314,11200,10300.393
48861,60995,23370.033
6555,9995,10706.3125
7970,33999,26177.084
3726,18999,14974.01
41534,92500,69880.77
48103,43500,41115.164
53041,51900,24769.02
12273,17500,8641.139
38329,28995,36691.62
16704,25800,39831.89
1028,20000,32713.713
47048,6900,15575.073
52898,17999,26798.16
49849,117500,60218.266
18510,16000,26923.46
26172,50000,50611.69
46844,17495,28848.66
49580,41500,55438.156
10042,32541,48619.2
687,101000,26374.861
45279,96000,63572.35
17440,31000,34054.707
53624,32000,43636.17
8747,45000,63050.84
2734,25500,38069.637
41788,50000,49812.547
31650,33000,40531.953
8181,25000,27111.592
43672,26900,27482.436
52812,15000,15561.743
47161,61500,71432.01
36558,17999,17822.617
6683,37995,33987.24
20773,30000,24581.326
8939,42000,31097.129
37574,43000,31134.088
13490,45000,45295.293
3684,11500,9532.132
1197,4400,7497.0005
11016,28500,33195.67
36785,8999,12112.2705
17075,4500,11906.138
49080,39990,40719.043
35203,29999,22847.238
24561,24350,24565.69
50217,78000,60598.867
46370,41900,56835.383
25072,17200,26715.53
14583,13500,31972.39
39637,20900,9749.295
6876,17500,27564.21
30642,21995,40968.758
33213,27000,23014.637
41645,29500,26961.928
8872,16750,25656.734
22217,62900,61772.06
52306,28250,45338.26
40158,5800,15826.473
44042,27900,36112.61
42943,51800,47422.812
20040,38999,34933.41
51667,11900,7682.926
37129,34000,49789.46
15994,15000,14240.122
31464,13800,12215.129
12934,53000,73069.29
977,12700,14699.803
45430,38000,37409.117
46019,169000,38118.754
16388,37500,41687.414
33326,18000,17280.127
28530,27900,59244.46
21033,49999,44908.207
4370,26800,25300.008
27952,87500,49328.816
9566,33500,37388.316
19684,11500,26267.455
53267,21500,30862.41
44326,57000,38532.984
50955,14500,8357.925
6553,44850,21327.82
21683,17800,26886.658
44946,6500,13162.542
22005,36500,46193.62
30302,47214,38305.43
39048,49500,40441.996
846,15900,15512.218
919,24000,21216.965
7784,84999,60894.543
42523,60000,69687.58
43343,39860,56532.074
10432,68995,45670.535
33088,24999,37195.316
48522,7899,27178.148
20748,17800,26053.676
30588,6999,14196.69
53367,15999,22212.373
21555,12700,22739.59
30596,16750,8913.763
52265,10900,19025.816
23136,83000,63918.95
698,2000,6790.2803
20903,4800,19208.89
36582,36999,68027.88
23945,65990,58767.113
38483,68969,70048.086
31460,28000,33643.13
25323,9499,16360.696
4274,27000,31057.453
49147,144664,63459.934
40142,26900,14580.426
1196,43500,54511.863
43290,30000,41047.383
22724,11500,24771.535
32114,37500,41664.766
25496,8000,12085.521
45295,54500,38507.19
17887,54000,38612.44
29341,34000,34874.098
1035,9500,8680.918
29213,6000,14409.2
20695,33800,33012.418
8915,15900,10172.397
50102,29497,50344.047
10386,39000,49823.984
38523,52500,43372.516
50187,29000,45301.05
18341,5999,10200.437
37142,19500,20952.414
36206,27350,47323.85
8873,13995,12256.063
29619,18995,29957.082
18674,11900,8099.956
27122,35000,23929.586
33140,17500,10534.545
25831,35200,50979.492
46882,13046,18828.28
34807,27000,40348.977
28244,29500,33064.297
18675,43500,49894.37
35110,28300,48353.496
52670,42000,39800.504
53588,37500,56991.65
21264,43999,73209.43
25967,10500,16066.827
34386,25695,41169.566
40270,103500,46430.535
7760,4999,9673.796
5763,45277,61421.008
15577,37900,33014.113
8879,15000,18588.541
21947,28000,37990.133
39486,15000,22618.123
9613,49750,51697.777
1614,143900,66480.98
1195,66000,68733.74
12068,23995,25884.688
38092,8900,10064.544
11626,32000,15452.649
53863,21000,27307.297
31716,31000,54673.902
34557,25000,62432.043
2681,35999,46884.645
48365,16500,26219.584
50138,46000,66790.1
42983,30000,37075.9
30568,43000,44597.004
26689,53900,55526.047
39103,38005,63642.26
15563,16000,29981.834
49551,22800,21063.07
33080,26500,39837.03
6923,23000,28573.584
11128,7900,12021.941
46321,9900,13247.418
22273,4500,8685.499
22530,84500,60492.46
28185,17999,21925.443
53929,34999,35618.69
7384,124999,69572.42
40855,17500,26099.447
51000,58900,63226.707
52698,148500,9099.578
41293,28890,35602.508
18839,13500,10685.752
28200,34000,35432.758
17161,21000,29042.492
40380,24950,25500.629
16353,22500,26439.797
7721,32324,15933.723
45229,34500,45157.938
36890,7500,13587.013
38774,20995,40964.062
4433,69000,52290.35
32147,36990,57678.79
26481,29000,46088.082
8443,4700,10081.13
10706,19950,14081.181
19736,20000,25285.88
14056,13995,16299.625
26350,21800,29318.998
28134,54999,49731.855
180,11900,23925.736
14295,32750,26518.363
13262,8995,14856.881
34382,62000,62817.758
53063,15500,16545.066
37702,9650,21029.67
46358,12000,12107.603
29229,17000,16513.43
37701,52500,41633.945
22110,30500,50503.81
53155,25000,23002.203
4454,27900,77516.83
44292,27000,43471.254
48836,49000,60706.39
13211,13000,11245.8125
53272,12000,11671.815
22896,8995,10672.27
31340,31000,48827.906
7843,50500,29067.904
51343,40000,33601.25
30746,35000,42187.086
11842,16000,12737.851
6955,44850,45219.05
48458,37000,63199.45
40697,28000,31095.904
41442,11900,14472.284
11556,9998,14998.886
26897,35000,82979.57
28436,26500,40531.74
9053,12500,18246.066
9018,13310,61735.285
7083,144900,70652.02
32699,84645,43518.863
53990,39000,18892.625
52566,165000,67819.445
7905,35300,38140.867
10686,9900,8302.397
36724,18000,23034.99
33476,46995,35588.547
20997,42900,60649.75
8574,14500,13562.368
2634,32662,36586.035
52521,24200,18007.824
49894,3600,10559.515
6232,23000,14232.401
32268,20900,22261.959
35453,27500,45914.957
13037,18900,16083.097
25809,82499,43736.816
48879,3499,19304.113
11215,6500,8636.143
50941,17999,15130.052
30174,27000,39199.164
23553,44900,38050.297
25312,15500,55795.703
34488,32000,47740.46
20703,25500,38041.332
15551,51899,45807.605
44488,49500,50965.8
31877,6500,8767.758
13970,47500,40883.773
29315,12000,10528.39
40176,10750,18745.053
8209,9599,65639.31
53032,26000,26426.604
19272,30500,36650.977
35958,14999,15055.623
14931,21000,31434.504
320,87500,75145.36
31265,17999,8464.2295
19530,39500,60730.312
20267,37000,27470.885
954,140000,53304.598
32434,40000,33590.47
6831,10500,7830.0693
3894,12950,21727.29
43960,92500,83101.695
7017,8950,10624.353
5208,63900,39450.926
20860,22000,28686.836
2380,28995,28544.625
4313,9250,10663.311
14308,2300,19729.19
9256,26000,22339.271
3490,38500,14697.942
16768,45950,46331.17
35187,147500,85425.44
16137,11499,10836.489
45114,26816,43797.12
11938,40000,43049.797
47225,33500,39412.37
17365,54490,47931.51
4375,68995,54804.305
53071,13995,9886.658
18324,86999,50338.79
14524,6900,16677.56
43935,29900,30606.66
3038,26500,24781.877
31769,22389,50763.24
19604,15750,11449.369
15487,42800,54996.65
40026,9000,15572.495
34713,19900,14816.487
24522,9950,12576.663
17290,89000,79929.195
47397,47500,53274.605
39116,3500,10593.053
2461,9950,10397.072
7942,25000,22575.945
18898,23900,24939.412
42885,5900,9801.74
27729,29725,33213.75
9118,18000,27450.092
35381,58000,59031.125
17176,23000,20581.514
34082,12850,8220.611
21147,39848,46157.48
4818,19999,17693.012
14320,53500,43689.188
19364,17995,25834.555
4902,59900,71765.7
48604,23000,32294.66
47686,9999,12118.805
30030,15500,22452.377
9657,11499,23333.84
34917,30999,33820.168
5192,32541,33595.46
39596,220000,15705.193
23783,45000,77654.086
6931,8900,8972.996
53200,54599,40768.188
6007,22500,30185.955
36986,45000,55110.63
20137,35995,24105.227
7095,17500,20280.244
6717,31450,27363.463
27668,185500,41877.918
30144,37500,29728.371
47053,24999,29612.36
39528,87000,83688.89
19442,110000,76293.95
11478,12000,10504.7295
41979,12000,20587.916
29650,51900,31783.91
13060,65000,37669.15
53147,17900,9207.963
28564,34000,41045.695
2188,29500,34279.543
42697,35557,44041.58
38497,12995,23279.309
23219,9500,11981.221
18388,16000,25496.947
45541,79999,68195.79
19763,13500,13901.221
45366,4750,12114.928
32235,53000,43844.58
27541,43500,43676.285
21777,32000,29182.13
7845,16000,10351.638
33848,29999,27630.264
53120,51500,43410.617
22331,12500,19458.818
2696,34000,15396.859
50430,37950,36370.996
21837,16500,15836.172
50244,19500,26358.418
13063,16800,21339.627
5340,16500,25604.057
33092,17999,16354.531
51077,20500,58334.24
10867,99750,78411.195
45251,50000,46615.34
24008,62000,45929.61
49255,62000,65363.438
36669,15500,24417.893
8964,15998,19834.635
28203,24950,23263.158
21313,59900,72896.984
18035,18400,26709.611
30061,9000,14152.066
7316,172000,83728.914
15141,92500,79115.14
28362,37400,68874.3
9253,86999,77469.42
905,5500,8627.677
23547,4000,13127.875
19420,46000,45888.86
2151,46479,66624.89
4235,32500,72776.71
52495,23000,38459.887
43338,16999,13732.19
28886,12499,9612.053
25619,84997,44396.535
35196,35000,70255.03
5708,33900,43883.07
27095,47999,37682.836
38128,23800,29052.459
12819,32500,23661.387
34156,95000,43221.13
25391,29000,18001.164
8020,28500,37813.36
48671,15000,27341.316
15234,17900,34651.75
10900,11500,24122.12
42447,36000,54943.406
37732,37000,38706.508
4785,48000,65629.74
50478,7000,12001.191
28344,47541,77575.96
21001,37000,47758.75
47705,11999,9963.815
17241,16500,24348.92
42373,36250,35845.668
19734,40200,23553.57
42631,7500,38374.26
54208,24995,46535.75
21023,13850,9589.735
18364,29993,76959.74
30554,37000,43008.92
44588,24900,18800.955
28919,12900,14416.266
30322,9450,12629.299
35123,51000,51633.492
31396,24500,11791.325
33783,30500,36775.914
32849,7500,9298.483
48808,14000,14600.186
22571,226000,39370.63
32204,29993,67100.08
38577,16999,20589.785
4996,8900,12096.384
33892,103000,68368.26
18582,11500,15826.473
6644,35500,47689.207
12965,28000,26658.652
5347,34700,30172.47
15600,9750,9897.046
32344,10750,12670.756
36928,46995,46859.96
3676,35000,54663.137
30734,28616,32125.592
4491,27599,36186.88
9293,17800,22878.229
46141,50000,54192.98
37115,9985,9729.169
46766,17500,25952.762
21705,17900,24674.934
43894,69000,26751.146
31721,21500,15530.441
34993,30990,27387.709
34792,8900,9198.447
1261,46900,55665.75
52162,24000,27214.98
11451,21990,32184.549
81,5995,12930.215
8039,13500,11568.664
38942,84900,76874.3
33711,90000,40516.484
25726,25925,44623.207
36518,11500,14876.877
41522,11900,20964.06
21361,42000,25285.88
32600,42433,51987.445
52492,5800,9728.396
51289,21999,27507.303
24285,49900,57379.37
20340,48999,41252.715
45703,36950,19343.79
35129,8000,11257.231
23467,27995,28606.107
29427,39990,53653.7
419,23000,10447.793
9996,4399,11064.435
12360,18500,24487.275
23942,5499,11394.708
18224,62000,57198.68
9195,42499,37961.75
40958,6500,25985.21
31086,18200,26132.764
37191,8500,8119.0117
2558,9999,10240.84
7304,130000,78200.266
40643,38500,44079.652
21588,45000,50670.836
50218,7100,8167.746
14845,42000,35380.11
18620,22500,32182.066
29205,12500,20965.502
26206,44950,76108.98
48369,86500,80023.805
12490,9499,11213.834
3263,8500,12857.539
42603,5800,20412.963
37352,16500,20959.895
48193,20850,32947.848
35106,87500,60945.797
22389,29500,32438.059
43971,17999,20162.895
33185,17000,12489.871
34758,31000,57443.93
22054,39244,42832.4
7070,43000,55455.973
31510,12900,12904.725
20111,9500,17313.79
31405,26500,26492.02
20950,22000,8581.909
31991,23000,29882.336
37079,11499,9665.636
37814,54999,42588.617
12034,69999,62680.08
19022,6000,12134.687
22769,83499,18399.764
24597,17000,15327.838
13609,13500,19980.15
24244,34000,29576.771
11755,13900,12129.261
7451,47500,44491.34
49343,17500,25355.535
22825,62999,52833.91
13050,68000,67390.13
18751,55000,35700.934
36221,23600,29179.615
46917,10500,11927.61
46885,8250,20069.404
44721,39848,60600.62
1410,23995,31392.8
27758,25999,50435.39
21223,62425,56194.58
50026,10500,9882.46
47862,12990,19312.088
43327,28000,23870.098
14688,42000,45197.477
14148,21000,29797.244
28867,33000,24424.594
50505,8500,11839.73
26066,38500,38466.38
49269,39000,34431.715
20749,15500,17551.617
10730,28500,43923.91
37103,25995,32762.316
17813,39999,43613.02
28996,6699,16853.88
1444,34000,55455.664
49833,36000,27440.75
49796,36727,28586.068
8083,17500,27174.527
38400,61000,40932.0
46904,57999,48545.27
2059,22495,16607.074
40336,11000,9589.176
10725,16000,16844.568
35229,9000,9298.483
48395,12000,12454.086
46826,37000,48880.62
35368,94000,73126.23
44505,20800,56362.836
15668,6000,11491.091
5010,17000,24735.021
42080,15500,15530.441
22478,21500,28806.898
33765,11500,12274.775
36223,6500,20772.172
7153,11970,24065.65
2738,7500,11417.504
11473,36000,30639.062
20470,42250,32783.66
3957,111000,80991.21
53130,30000,18898.23
24343,32000,33226.355
32726,45999,67081.54
37817,8000,15427.769
40956,39000,53473.246
11796,58000,27701.686
6576,15000,17538.096
8094,17000,13535.43
23058,6000,15301.205
10217,23400,42700.473
5359,34000,24956.59
39122,9500,11941.277
33346,21999,40218.2
8167,31871,36860.07
35839,19395,38676.555
44864,15000,13562.854
13119,13599,32216.404
48156,26500,52811.258
47495,63000,80460.88
29634,18700,49066.79
10101,16000,12130.369
29489,15000,17429.797
16804,36994,37716.504
5351,10500,18008.986
4854,6500,13350.027
52768,169000,81377.74
31876,35000,48383.582
48962,62500,27991.105
38313,8999,30399.018
30173,16900,10486.364
9982,85000,65953.9
4886,70000,39065.773
6829,60000,36833.266
47875,7450,28350.291
21308,40999,65184.934
48032,18000,14859.334
9016,3900,8267.595
8652,26500,29792.094
6649,30989,29669.229
31125,7000,26848.418
10140,11100,8907.875
2587,9999,15167.869
4121,28900,46285.37
297,59500,33483.508
29440,35000,32384.664
13488,29999,24529.63
31859,15500,27418.967
23483,22999,23565.607
1870,42850,33914.39
53433,24500,18815.596
53318,62000,61536.08
51670,36800,40436.555
18961,136900,94340.78
31282,80300,43143.348
29995,47500,57986.117
49986,16500,44421.383
46867,26000,19565.107
34781,17500,27757.271
46011,10750,9615.402
31694,42000,65390.156
28702,24000,45295.754
51908,72980,49613.16
45193,39900,25979.277
5912,68000,77228.69
15921,12800,20341.95
42887,35000,27941.902
47018,41000,72087.375
3980,34084,69175.83
9876,12950,24267.828
36672,38633,51945.594
27826,16000,18457.834
42404,27000,28335.143
42988,18000,32169.299
25379,8995,9527.568
104,3950,10485.307
5746,32500,36956.344
20226,41000,50636.07
35037,53900,60790.76
22090,11990,27960.498
9358,18000,36066.46
28032,24500,31437.168
45582,27785,38764.453
51056,76400,53229.465
7325,12000,14672.318
5634,4000,10670.23
25838,13000,11816.6455
22637,6900,7907.976
11033,99750,78200.266
46784,9995,12143.714
37192,35000,35108.977
12399,29900,46148.406
49843,55000,52414.92
5769,29999,14607.54
35274,19900,14268.325
16953,22000,25318.754
34729,15900,26794.55
3807,26816,29639.875
7314,18900,19928.857
44743,33999,39506.707
2639,11800,10540.867
37428,15600,15581.545
45183,21500,14217.778
40714,17777,16335.465
42248,91000,43056.36
51736,4750,12711.223
17683,57000,56220.51
6338,16370,10179.723
37302,39500,56299.387
11831,8900,11839.211
30855,59400,32189.053
18776,17900,12770.125
33308,78000,83012.28
463,28000,21434.336
47736,34000,22967.816
12009,21900,20782.758
